Step Nr.;Time[fs];Kin.[a.u.];Temp[K];Pot.[a.u.];Cons Qty[a.u.];UsedTime[s]
342.0;171.0;0.002375527;83.347904819;-23.507259434;-23.505461568;35.392439588
343.0;171.5;0.002060124;72.281660134;-23.50690875;-23.505457127;35.468830743
344.0;172.0;0.001726467;60.574932933;-23.506610526;-23.505453641;35.404883846
345.0;172.5;0.001571809;55.148590711;-23.506444878;-23.505452704;35.323716553
346.0;173.0;0.001553011;54.489065876;-23.506440094;-23.50545479;35.464086568
347.0;173.5;0.001696886;59.537051315;-23.506568744;-23.505459072;35.136081699
348.0;174.0;0.001872643;65.703675547;-23.506761164;-23.505463857;35.096747869
349.0;174.5;0.002032764;71.321720641;-23.506930839;-23.505466889;34.973645513
350.0;175.0;0.002126658;74.616090336;-23.507018616;-23.505466671;41.236770111
351.0;175.5;0.002131972;74.802516862;-23.507014559;-23.505462937;35.186672042
352.0;176.0;0.00207142;72.677986922;-23.506967786;-23.505457241;35.0380739
353.0;176.5;0.002091658;73.388053578;-23.506964394;-23.50545292;41.020962226
354.0;177.0;0.002157633;75.702857965;-23.507078095;-23.505453151;35.499462938
355.0;177.5;0.002419945;84.906371505;-23.507321919;-23.505458898;35.320814011
356.0;178.0;0.00278664;97.772255789;-23.507632766;-23.505468194;34.964456806
357.0;178.5;0.00311511;109.296983426;-23.507899196;-23.505477227;35.227559454
358.0;179.0;0.003183678;111.70275147;-23.508011549;-23.50548246;35.84255006
359.0;179.5;0.003183678;111.70275147;-23.508011549;-23.50548246;35.84255006
360.0;180.0;0.002823783;99.075466402;-23.50766065;-23.505478422;102.367322073
361.0;180.5;0.002513406;88.185535737;-23.507315182;-23.505473484;40.753650119
362.0;181.0;0.002201237;77.232767;-23.506982739;-23.505469089;40.277233471
363.0;181.5;0.001961429;68.818854019;-23.50675061;-23.505466741;40.405025194
364.0;182.0;0.001899826;66.657439577;-23.50665296;-23.505467095;40.372902346
365.0;182.5;0.001933357;67.833885406;-23.506671399;-23.505469416;34.934633947
366.0;183.0;0.002003486;70.294452958;-23.506748233;-23.505472108;34.772863319
367.0;183.5;0.002049867;71.921779114;-23.506814265;-23.505473451;34.931020275
368.0;184.0;0.002032613;71.316397267;-23.506819047;-23.505472198;34.895969796
369.0;184.5;0.001964863;68.939315578;-23.506754945;-23.505467958;35.299272242
370.0;185.0;0.001904605;66.825107904;-23.506660654;-23.50546167;40.759785725
371.0;185.5;0.001822518;63.944989532;-23.506611529;-23.505455546;35.007737829
372.0;186.0;0.001927562;67.630577281;-23.506686189;-23.505452722;40.311661997
373.0;186.5;0.002162305;75.866801508;-23.506921162;-23.505455284;35.014807021
374.0;187.0;0.002533165;88.878822122;-23.507283009;-23.505462815;34.748695121
375.0;187.5;0.002909055;102.067322418;-23.507671606;-23.5054723;34.866614167
376.0;188.0;0.003180232;111.581853281;-23.507961768;-23.50547979;34.819825508
377.0;188.5;0.0032431;113.787624933;-23.508067254;-23.505482606;35.324660171
378.0;189.0;0.003117027;109.364232686;-23.507973559;-23.505480653;34.805014374
379.0;189.5;0.002868071;100.629361438;-23.507735124;-23.50547562;34.904992146
380.0;190.0;0.002597457;91.134579385;-23.507448947;-23.505469961;46.494530661
381.0;190.5;0.002366287;83.023723582;-23.507209607;-23.505465833;34.945739067
382.0;191.0;0.002205328;77.376294676;-23.507079743;-23.505464388;34.898828288
383.0;191.5;0.002197491;77.101322981;-23.507062896;-23.505465291;34.856720661
384.0;192.0;0.002271624;79.702362195;-23.507112078;-23.505467048;34.98795002
385.0;192.5;0.002351846;82.51705343;-23.507153067;-23.505467482;34.955884974
386.0;193.0;0.002335246;81.934606137;-23.507119966;-23.505464937;35.2355171
387.0;193.5;0.002209032;77.506248371;-23.506986948;-23.50545877;35.012621957
388.0;194.0;0.002034036;71.366329605;-23.506784231;-23.505449542;34.855386375
389.0;194.5;0.001839329;64.534825037;-23.506595446;-23.505439652;40.584633873
390.0;195.0;0.001769987;62.101896336;-23.506523509;-23.505432557;46.296835196
391.0;195.5;0.001852592;65.000172462;-23.506640244;-23.505431178;40.425003919
392.0;196.0;0.002135701;74.933373226;-23.506943675;-23.5054361;35.150380378
393.0;196.5;0.002466488;86.539362075;-23.507345981;-23.505444854;35.318061635
394.0;197.0;0.00279418;98.036817747;-23.507722871;-23.50545341;34.925568409
395.0;197.5;0.003006104;105.472385953;-23.507951559;-23.505457935;34.886281456
396.0;198.0;0.003003136;105.368258585;-23.507981328;-23.505457164;34.945919279
397.0;198.5;0.002902892;101.851078827;-23.507839064;-23.505452101;34.894034237
398.0;199.0;0.002693719;94.512018377;-23.507613612;-23.505445478;34.951019403
399.0;199.5;0.002462289;86.392044284;-23.507411534;-23.505440285;35.036209269
400.0;200.0;0.002376084;83.36745644;-23.507307905;-23.505438334;40.885477203
401.0;200.5;0.002387064;83.752707029;-23.507317438;-23.50543956;34.959504409
402.0;201.0;0.002478607;86.964577656;-23.507395494;-23.505442376;35.252461633
403.0;201.5;0.002540582;89.1390395;-23.507462671;-23.505444594;34.935768558
404.0;202.0;0.002509773;88.05806631;-23.507441723;-23.505444361;34.964370713
405.0;202.5;0.002347413;82.361492885;-23.507294596;-23.505440651;34.898755616
406.0;203.0;0.002076002;72.838749615;-23.507042255;-23.505433761;34.981483173
407.0;203.5;0.00183093;64.240157464;-23.506761109;-23.505425465;34.957516513
408.0;204.0;0.001613976;56.628076341;-23.506557309;-23.505418684;34.990859473
409.0;204.5;0.001634699;57.355160589;-23.506522268;-23.50541631;35.0101348
410.0;205.0;0.001825125;64.036456585;-23.506696831;-23.505420067;46.801784366
411.0;205.5;0.002191116;76.877657886;-23.507042433;-23.505429208;35.503700962
412.0;206.0;0.002597871;91.149101727;-23.507445357;-23.50544043;35.009206899
413.0;206.5;0.002972889;104.306987314;-23.507774318;-23.505449609;34.921048689
414.0;207.0;0.003142287;110.250500861;-23.507932804;-23.505453867;34.858436042
415.0;207.5;0.003102729;108.862559889;-23.507907329;-23.505453117;34.950412382
416.0;208.0;0.002944577;103.313642687;-23.50776302;-23.505449702;34.987599149
417.0;208.5;0.002769682;97.177262019;-23.507605458;-23.505446805;40.803134208
418.0;209.0;0.002664926;93.501796888;-23.507525001;-23.505446762;34.9263349
419.0;209.5;0.002674012;93.820563023;-23.507557247;-23.505450416;35.458149012
420.0;210.0;0.002777772;97.461110498;-23.507671321;-23.505456407;40.694817066
421.0;210.5;0.002865211;100.529005878;-23.507788832;-23.50546244;34.882169755
422.0;211.0;0.002920311;102.46224214;-23.507820024;-23.505466073;34.976379136
423.0;211.5;0.002792147;97.96545777;-23.507703501;-23.505465657;34.928596409
424.0;212.0;0.00250891;88.0278111;-23.507434665;-23.505460833;35.022788623
425.0;212.5;0.002136161;74.949504282;-23.507077396;-23.505452943;34.864780338
426.0;213.0;0.001847715;64.829050088;-23.506737565;-23.505444631;34.852216834
427.0;213.5;0.001686802;59.183259608;-23.506530115;-23.505439029;40.855592379
428.0;214.0;0.001667663;58.511757027;-23.506538107;-23.505438918;40.292216273
429.0;214.5;0.001843132;64.668260177;-23.506760194;-23.505444726;34.850074505
430.0;215.0;0.002167365;76.044312478;-23.507111477;-23.505454059;40.729619111
431.0;215.5;0.002526575;88.647596434;-23.507460844;-23.505462792;34.857679259
432.0;216.0;0.002744455;96.292132765;-23.507689081;-23.505467168;34.775704063
433.0;216.5;0.002795201;98.07260827;-23.507744701;-23.505465866;34.870938481
434.0;217.0;0.002658829;93.287851808;-23.507664375;-23.50546047;34.753208076
435.0;217.5;0.002579493;90.504277707;-23.507543363;-23.505454161;35.199373818
436.0;218.0;0.002495682;87.563669008;-23.507481919;-23.505449883;40.286137862
437.0;218.5;0.002560935;89.85315843;-23.507536868;-23.505449037;34.763671048
438.0;219.0;0.002736396;96.009403136;-23.507698685;-23.505451036;34.826563733
439.0;219.5;0.002903294;101.865173278;-23.507899401;-23.505453872;34.886102074
440.0;220.0;0.003076544;107.943843949;-23.508046655;-23.505455201;40.660829505
441.0;220.5;0.003070035;107.715485839;-23.508058804;-23.505453168;34.75446481
442.0;221.0;0.002866718;100.581858804;-23.507903062;-23.505447006;34.831586712
443.0;221.5;0.002641923;92.694706839;-23.507604541;-23.505437206;35.360409528
444.0;222.0;0.002304914;80.870384797;-23.507244762;-23.505425429;34.803649752
445.0;222.5;0.002020038;70.875208275;-23.506932592;-23.505414333;34.889283472
446.0;223.0;0.001878738;65.917545341;-23.506774893;-23.505407097;40.454464933
447.0;223.5;0.001930967;67.750034092;-23.50682353;-23.505405605;34.966620652
448.0;224.0;0.002220058;77.893110593;-23.507049522;-23.505409261;34.941096859
449.0;224.5;0.002518284;88.356694041;-23.507354319;-23.505415079;34.9096742
450.0;225.0;0.002797587;98.156325829;-23.507609717;-23.505419012;40.80370006
451.0;225.5;0.002895638;101.596551629;-23.507724173;-23.505418157;34.896156979
452.0;226.0;0.002829013;99.258941625;-23.507686552;-23.505412466;35.350153873
453.0;226.5;0.002700907;94.764223564;-23.507563979;-23.505404231;34.896909809
454.0;227.0;0.00257826;90.461008004;-23.507462255;-23.505396933;40.485324223
455.0;227.5;0.002608437;91.519800043;-23.507467558;-23.505393183;34.964512583
456.0;228.0;0.002772817;97.287261654;-23.507605155;-23.505393513;34.905971962
457.0;228.5;0.003000319;105.269415362;-23.507828788;-23.50539654;34.979470135
458.0;229.0;0.003220401;112.991214645;-23.508046875;-23.505399904;35.131467274
459.0;229.5;0.003342943;117.290744852;-23.508159308;-23.50540118;35.302532597
460.0;230.0;0.003287317;115.33903707;-23.508094978;-23.505398669;40.989460786
461.0;230.5;0.00305885;107.323024371;-23.507845557;-23.505392045;35.154828097
462.0;231.0;0.00268624;94.249601462;-23.507471142;-23.505382487;34.934695815
463.0;231.5;0.002319821;81.39341013;-23.507078845;-23.505372516;35.700338041
464.0;232.0;0.002048355;71.868747257;-23.506793481;-23.505365286;40.602078235
465.0;232.5;0.001986872;69.711531404;-23.506699399;-23.5053634;40.771022483
466.0;233.0;0.002091473;73.381561937;-23.506804814;-23.505367445;40.629958833
467.0;233.5;0.002339979;82.10067255;-23.507035068;-23.505375127;35.094592152
468.0;234.0;0.002560824;89.849254702;-23.507266754;-23.505382285;35.256318322
469.0;234.5;0.002687264;94.285540455;-23.507393046;-23.505385179;35.476516863
470.0;235.0;0.002629049;92.243007052;-23.507380881;-23.505382748;40.81403176
471.0;235.5;0.002539717;89.108710824;-23.507285014;-23.505376869;35.537620662
472.0;236.0;0.002466596;86.543161081;-23.507212049;-23.505371278;41.01629813
473.0;236.5;0.002511753;88.127530418;-23.507260017;-23.505369503;34.837961911
474.0;237.0;0.002677546;93.944588715;-23.5074649;-23.505372566;40.475310711
475.0;237.5;0.002983506;104.679501052;-23.507787581;-23.505379019;34.887475408
476.0;238.0;0.003301162;115.824802951;-23.508126261;-23.505385843;35.632515643
477.0;238.5;0.003543697;124.334420815;-23.50837177;-23.505390459;34.842877238
478.0;239.0;0.003604477;126.466934776;-23.508444162;-23.505391556;35.224522745
479.0;239.5;0.003447585;120.962210184;-23.508320252;-23.505388692;35.570290372
480.0;240.0;0.003182625;111.665813046;-23.50803954;-23.505382775;40.854775097
481.0;240.5;0.002866818;100.585375049;-23.507691019;-23.505375727;35.31426963
482.0;241.0;0.002616353;91.797539428;-23.507379743;-23.505369908;35.822807806
483.0;241.5;0.002389987;83.855265511;-23.507197956;-23.505367747;40.554794898
484.0;242.0;0.002398289;84.146535046;-23.507181935;-23.505370411;36.117255589
485.0;242.5;0.002482922;87.115986369;-23.507294532;-23.505376872;35.534517505
486.0;243.0;0.002600739;91.249709899;-23.507442851;-23.505384021;35.092298058
487.0;243.5;0.002688741;94.337353359;-23.507524562;-23.505388441;34.852531354
488.0;244.0;0.002637811;92.550419484;-23.507481755;-23.505387772;34.806689662
489.0;244.5;0.002479341;86.990348365;-23.50733449;-23.505382661;34.913206184
490.0;245.0;0.002316261;81.268511047;-23.507168182;-23.50537603;42.006068016
491.0;245.5;0.002226597;78.12254462;-23.507096135;-23.505371726;40.475476261
492.0;246.0;0.002318455;81.34547791;-23.507190852;-23.505372028;35.359822895
493.0;246.5;0.002568079;90.103805216;-23.507451542;-23.505376808;40.651793568
494.0;247.0;0.00290329;101.865039187;-23.50780546;-23.505383563;36.033350083
495.0;247.5;0.003224345;113.129604194;-23.508146008;-23.505389655;35.42746334
496.0;248.0;0.00340142;119.342470298;-23.508369945;-23.505392968;35.227420122
497.0;248.5;0.003433556;120.470000024;-23.508418142;-23.505392409;35.635520893
498.0;249.0;0.00329615;115.648944058;-23.508292559;-23.505388221;35.18412648
499.0;249.5;0.00302505;106.137125134;-23.508044849;-23.505381545;35.104847276
500.0;250.0;0.002753779;96.61928097;-23.507763616;-23.505374287;41.126258155
501.0;250.5;0.002573499;90.293960895;-23.507542592;-23.505368655;36.011880251
502.0;251.0;0.002461714;86.371858504;-23.507445219;-23.505366548;35.374607697
503.0;251.5;0.002489344;87.341315956;-23.50747648;-23.505368215;34.985680672
504.0;252.0;0.002592913;90.97513838;-23.507576614;-23.505372041;35.072660492
505.0;252.5;0.002707886;95.009088072;-23.507648096;-23.505374863;34.961015199
506.0;253.0;0.002705804;94.936028516;-23.507607309;-23.505373526;35.023032635
507.0;253.5;0.002520321;88.428154752;-23.507432053;-23.505366802;35.33171348
508.0;254.0;0.002274444;79.801305401;-23.507187034;-23.505356546;35.864414835
509.0;254.5;0.002134633;74.895892125;-23.506986956;-23.50534662;35.946996248
510.0;255.0;0.002100469;73.697196855;-23.506945696;-23.505340903;47.465935602
511.0;255.5;0.002257092;79.192507464;-23.507112437;-23.505341048;35.980543698
512.0;256.0;0.002608959;91.538117295;-23.507447785;-23.505345473;35.58926299
513.0;256.5;0.003005993;105.468471268;-23.507841785;-23.505350882;35.056918652
514.0;257.0;0.003277976;115.0112905;-23.508172993;-23.50535414;35.143609755
515.0;257.5;0.003439534;120.679754677;-23.508351837;-23.5053537;36.312256893
516.0;258.0;0.003410352;119.655851395;-23.508352514;-23.505349474;34.966433369
517.0;258.5;0.003271968;114.800509065;-23.508207527;-23.505342265;35.448613704
518.0;259.0;0.003084124;108.209786871;-23.507990768;-23.50533386;35.906925968
519.0;259.5;0.002903913;101.886885747;-23.507791399;-23.50532648;35.562352343
520.0;260.0;0.002797085;98.138742515;-23.507681721;-23.505322153;41.28864736
521.0;260.5;0.002822363;99.025629478;-23.507688466;-23.505321861;34.979889185
522.0;261.0;0.002918344;102.393227434;-23.507775307;-23.505324988;34.9734282
523.0;261.5;0.00294509;103.331634496;-23.507856568;-23.505329045;35.173231162
524.0;262.0;0.002943594;103.279163865;-23.507840534;-23.505330809;35.116185055
525.0;262.5;0.002748196;96.423402197;-23.507678551;-23.505327943;36.243057181
526.0;263.0;0.002493685;87.493607928;-23.507395402;-23.505320563;35.149640989
527.0;263.5;0.002181798;76.550706027;-23.507093005;-23.505311791;40.521957122
528.0;264.0;0.001993334;69.938262873;-23.506901528;-23.5053058;35.139251411
529.0;264.5;0.002006568;70.402605334;-23.506911457;-23.505305615;41.232992632
530.0;265.0;0.002226331;78.11321241;-23.507131039;-23.505311236;41.069384927
531.0;265.5;0.00259933;91.200295896;-23.507486161;-23.505319912;35.70370157
532.0;266.0;0.002927374;102.710043699;-23.507851926;-23.505327897;35.620459118
533.0;266.5;0.00318937;111.90247495;-23.508121748;-23.505332754;35.801588095
534.0;267.0;0.003316636;116.367716019;-23.508239326;-23.50533384;35.085039815
535.0;267.5;0.003285896;115.289178334;-23.508206149;-23.505331808;35.558748136
536.0;268.0;0.003191311;111.970582652;-23.508074924;-23.505328136;35.307606878
537.0;268.5;0.00306698;107.608297637;-23.507926209;-23.505324637;35.001965047
538.0;269.0;0.002979007;104.521645738;-23.507837032;-23.505323244;34.972171238
539.0;269.5;0.003047344;106.919338667;-23.507848586;-23.505325422;35.026448207
540.0;270.0;0.003150604;110.542325358;-23.507945865;-23.505331173;41.067738156
541.0;270.5;0.003276167;114.947836501;-23.508057745;-23.505338538;35.146005265
542.0;271.0;0.003221825;113.041192316;-23.508090303;-23.505344735;35.393204852
543.0;271.5;0.003118679;109.422190033;-23.507971154;-23.505346817;35.000354033
544.0;272.0;0.002854023;100.136472802;-23.507689967;-23.505343887;35.204415731
545.0;272.5;0.002498371;87.658029355;-23.507323753;-23.505337512;35.500188708
546.0;273.0;0.002148871;75.395440279;-23.507002118;-23.505331657;35.429934445
547.0;273.5;0.001974487;69.276984254;-23.506848149;-23.50533035;40.796374734
548.0;274.0;0.002023996;71.014079616;-23.50691587;-23.505335193;35.022956469
549.0;274.5;0.002290796;80.375038443;-23.507165862;-23.505344423;35.532205356
550.0;275.0;0.002579355;90.499427104;-23.507487213;-23.505354081;42.796674941
551.0;275.5;0.002831679;99.352504843;-23.507763967;-23.505360921;35.463648609
552.0;276.0;0.002969658;104.193631565;-23.507921625;-23.50536373;35.033407979
553.0;276.5;0.002996607;105.139175784;-23.507945401;-23.505362806;35.678652
554.0;277.0;0.002926509;102.679691706;-23.507877335;-23.505359481;35.432333795
555.0;277.5;0.002846813;99.88349011;-23.507787125;-23.505355519;35.12704031
556.0;278.0;0.002799888;98.237054432;-23.507743762;-23.505352477;35.133058711
557.0;278.5;0.00279517;98.071529399;-23.507791231;-23.505351556;35.013356415
558.0;279.0;0.002943581;103.278705975;-23.507927906;-23.505353087;35.714072864
559.0;279.5;0.00319414;112.069821421;-23.508103293;-23.505356345;35.558791259
560.0;280.0;0.003304469;115.940841749;-23.508229469;-23.505359423;41.282894967
561.0;280.5;0.003250852;114.059614394;-23.50822071;-23.505359678;35.025891783
562.0;281.0;0.003095991;108.626167496;-23.508036871;-23.505355272;35.195224491
563.0;281.5;0.002801211;98.283499312;-23.507706659;-23.505346392;35.990911445
564.0;282.0;0.002446115;85.824577468;-23.507326425;-23.505335508;35.093913744
565.0;282.5;0.002140617;75.105840715;-23.507028263;-23.505326698;41.251929604
566.0;283.0;0.002017191;70.775315903;-23.506916699;-23.505323151;41.745029683
567.0;283.5;0.002169776;76.128901325;-23.507014919;-23.505325328;35.532766225
568.0;284.0;0.002406034;84.418288005;-23.507263328;-23.505330671;35.133149057
569.0;284.5;0.00272283;95.533401577;-23.507550969;-23.505335397;35.383149132
570.0;285.0;0.002960408;103.869087435;-23.507776179;-23.505336874;41.85455795
571.0;285.5;0.003018731;105.915420243;-23.507885918;-23.505334463;35.101875646
572.0;286.0;0.002990008;104.907626304;-23.507888084;-23.505329152;35.222864043
573.0;286.5;0.002986038;104.768333718;-23.5078329;-23.505322586;35.144446518
574.0;287.0;0.002955901;103.710962507;-23.507786959;-23.505316552;36.444504332
575.0;287.5;0.0029594;103.833737814;-23.507807046;-23.505312501;36.212726866
576.0;288.0;0.003110548;109.136921566;-23.507915005;-23.505311244;35.158561707
577.0;288.5;0.00328248;115.169340794;-23.508085912;-23.505312699;35.335536682
578.0;289.0;0.003424688;120.158846359;-23.508249342;-23.505315437;36.071279828
579.0;289.5;0.003502563;122.891163551;-23.508316556;-23.505317261;35.857480843
580.0;290.0;0.003422598;120.085527734;-23.508215924;-23.505315732;41.36831438
581.0;290.5;0.00308798;108.345074811;-23.507933741;-23.505309628;35.2954661
582.0;291.0;0.002695266;94.566303517;-23.507530944;-23.505299863;35.487778276
583.0;291.5;0.002291613;80.403710279;-23.507128217;-23.505289738;35.866679569
584.0;292.0;0.002026883;71.115372613;-23.506856357;-23.505283528;41.0080008
585.0;292.5;0.002002461;70.258476614;-23.506787292;-23.505283493;35.49400315
586.0;293.0;0.002102205;73.758118255;-23.506905089;-23.505288614;35.719365504
587.0;293.5;0.002325699;81.599642376;-23.507117776;-23.505295076;35.703077636
588.0;294.0;0.002519447;88.397510767;-23.507315015;-23.505299321;35.328759994
589.0;294.5;0.002651666;93.036552095;-23.507422114;-23.505299554;35.398253841
590.0;295.0;0.002673007;93.785302867;-23.507428321;-23.505296246;41.285173858
591.0;295.5;0.00263742;92.536709819;-23.507378291;-23.505291223;36.362013034
592.0;296.0;0.002548536;89.418121428;-23.507348791;-23.505286875;35.709965967
593.0;296.5;0.002603034;91.330255603;-23.507406963;-23.505284913;35.342079301
594.0;297.0;0.002808472;98.538266761;-23.507580693;-23.505286087;35.671220313
595.0;297.5;0.0030544;107.166887456;-23.5078456;-23.505290117;35.693809657
596.0;298.0;0.003328988;116.801105284;-23.508134122;-23.505295666;35.371736625
597.0;298.5;0.003540795;124.232599857;-23.508355117;-23.505300717;35.327428443
598.0;299.0;0.003632998;127.467615693;-23.508426782;-23.505303311;35.265607979
599.0;299.5;0.003535766;124.056139853;-23.508308293;-23.505301978;35.920267024
600.0;300.0;0.003269076;114.699030399;-23.508024571;-23.505296859;42.183312815
601.0;300.5;0.002896969;101.64324966;-23.507663542;-23.505290085;35.665305565
602.0;301.0;0.002544271;89.268475616;-23.507345894;-23.505285282;40.835172188
603.0;301.5;0.002409808;84.550701057;-23.50716412;-23.505285258;35.493030791
604.0;302.0;0.002363827;82.937388021;-23.507140944;-23.505290506;35.293779051
605.0;302.5;0.002450832;85.990077295;-23.507224458;-23.505298368;311.783978717
606.0;303.0;0.002498243;87.653543298;-23.507324604;-23.505305539;109.694113172
607.0;303.5;0.002516637;88.298911736;-23.507367527;-23.505309399;76.518321119
608.0;304.0;0.002456419;86.18609491;-23.50733292;-23.505309603;86.231884485
609.0;304.5;0.002393429;83.976034473;-23.5072526;-23.50530746;95.048506622
610.0;305.0;0.002348503;82.399745914;-23.507188379;-23.505305153;97.638714305
611.0;305.5;0.002338106;82.034951189;-23.507203696;-23.505304392;93.892333858
612.0;306.0;0.002484312;87.1647627;-23.507334179;-23.505306032;79.390745756
613.0;306.5;0.002754447;96.642711431;-23.507571456;-23.505309983;100.145068936
614.0;307.0;0.002999154;105.228520565;-23.507866494;-23.505315329;79.994353046
615.0;307.5;0.003276354;114.954409782;-23.50814076;-23.505320563;85.093318201
616.0;308.0;0.00348436;122.25251491;-23.508313162;-23.505324127;98.439105899
617.0;308.5;0.003533197;123.966006197;-23.508321392;-23.505324328;76.41802923
618.0;309.0;0.003346097;117.401412513;-23.50815274;-23.505320517;82.378962288
619.0;309.5;0.003118932;109.43108843;-23.507856339;-23.505313753;96.983859158
620.0;310.0;0.002847523;99.908398415;-23.507524663;-23.505306417;88.167850728
621.0;310.5;0.002563354;89.938014937;-23.507263573;-23.505301804;101.282816995
622.0;311.0;0.00246493;86.484728761;-23.507134593;-23.50530184;90.206392656
623.0;311.5;0.002457167;86.212327946;-23.507128211;-23.505305751;74.93071748
624.0;312.0;0.00251009;88.069185659;-23.507174509;-23.505310545;81.09534766
625.0;312.5;0.002526727;88.652929075;-23.507190544;-23.505312962;86.651882985
626.0;313.0;0.002465836;86.516489181;-23.507129222;-23.505311385;92.709026893
627.0;313.5;0.002309457;81.029786267;-23.507003951;-23.505306549;77.25682497
628.0;314.0;0.002174544;76.296205029;-23.506877296;-23.505300532;87.010656063
629.0;314.5;0.002102607;73.772220938;-23.506827368;-23.505295613;97.920636751
630.0;315.0;0.002134876;74.904429584;-23.506908107;-23.505293191;87.234389075
631.0;315.5;0.002401251;84.250472742;-23.507127521;-23.505293319;95.750637613
632.0;316.0;0.00275159;96.542502196;-23.507447861;-23.505295035;85.655801263
633.0;316.5;0.00308386;108.200549529;-23.507789274;-23.505296909;78.73546063
634.0;317.0;0.003334862;117.007216927;-23.508067292;-23.505297415;90.25211355
635.0;317.5;0.003474802;121.917153851;-23.508213594;-23.505295373;91.364612945
636.0;318.0;0.003466851;121.638184363;-23.508203041;-23.505290358;79.682439053
637.0;318.5;0.003333817;116.970554008;-23.50805701;-23.50528278;98.329966721
638.0;319.0;0.003107218;109.020079636;-23.507840059;-23.505274326;83.197760138
639.0;319.5;0.002936844;103.042337175;-23.507634385;-23.505267491;76.312618232
640.0;320.0;0.002814042;98.733686758;-23.507500286;-23.505264334;117.909254236
641.0;320.5;0.002814972;98.766325989;-23.507447764;-23.505265144;75.150789333
642.0;321.0;0.002838796;99.60220681;-23.507431042;-23.505267963;79.64895589
643.0;321.5;0.002799795;98.233814283;-23.507379148;-23.505269795;91.261163887
644.0;322.0;0.002653391;93.097061605;-23.507242691;-23.505268405;91.179606555
645.0;322.5;0.002476084;86.876061742;-23.507025696;-23.5052636;74.975865845
646.0;323.0;0.00225442;79.098757257;-23.506783889;-23.505257194;80.843710051
647.0;323.5;0.002063552;72.401948232;-23.506603581;-23.505251685;91.642427695
648.0;324.0;0.002006565;70.402484111;-23.506557106;-23.505248807;90.683254054
649.0;324.5;0.00215758;75.701004099;-23.50667316;-23.505249102;77.042099363
650.0;325.0;0.002424979;85.082991704;-23.506928998;-23.505251893;118.372051604
651.0;325.5;0.002707902;95.009629638;-23.507255174;-23.50525581;77.515803653
652.0;326.0;0.003038854;106.621450809;-23.507567864;-23.505259107;96.292373911
653.0;326.5;0.003300874;115.814686596;-23.507794442;-23.505260512;83.328972571
654.0;327.0;0.003418512;119.942155733;-23.507890567;-23.505259236;81.927867657
655.0;327.5;0.003336658;117.070236993;-23.507860448;-23.50525544;97.59410265
656.0;328.0;0.003204898;112.447270052;-23.507756556;-23.505250586;82.697656697
657.0;328.5;0.003097691;108.685808497;-23.507650053;-23.505246838;79.406300349
658.0;329.0;0.003062497;107.450984865;-23.507600151;-23.505246464;107.410820341
659.0;329.5;0.00309373;108.546823213;-23.507620593;-23.505250313;83.868306029
660.0;330.0;0.003103632;108.894242158;-23.507668817;-23.505256954;92.764262725
661.0;330.5;0.003112503;109.205510046;-23.507666975;-23.505263319;95.087728357
662.0;331.0;0.002984823;104.72573107;-23.507548019;-23.505266543;84.07317315
663.0;331.5;0.002731156;95.825550562;-23.507303379;-23.505265832;78.280982767
664.0;332.0;0.002420443;84.92385003;-23.506989113;-23.505262602;87.173332063
665.0;332.5;0.002163278;75.900939841;-23.506702255;-23.505259623;97.996558947
666.0;333.0;0.001973937;69.257699548;-23.506539906;-23.505259425;77.06779504
667.0;333.5;0.002006448;70.398363938;-23.506554158;-23.50526301;78.477463102
668.0;334.0;0.002157813;75.709174513;-23.506734876;-23.505269562;89.349418838
669.0;334.5;0.002394346;84.008181881;-23.507016456;-23.505277141;93.580268668
670.0;335.0;0.002666451;93.555293965;-23.507312943;-23.505283759;101.516793786
671.0;335.5;0.002878689;101.001896616;-23.50754549;-23.505287694;95.080460522
672.0;336.0;0.002992121;104.981774659;-23.507671722;-23.505288391;80.512180591
673.0;336.5;0.003007508;105.521652837;-23.507696393;-23.505286348;93.333121254
674.0;337.0;0.002963651;103.982884362;-23.507662439;-23.505283132;87.21988849
675.0;337.5;0.002949325;103.48023569;-23.507633117;-23.505280705;76.149007697
676.0;338.0;0.00298346;104.677888806;-23.507658731;-23.505280787;83.896316938
677.0;338.5;0.00307284;107.813902491;-23.507748157;-23.505284375;99.053980594
678.0;339.0;0.003151831;110.585361357;-23.507858294;-23.505290335;78.197946976
679.0;339.5;0.00319443;112.079996738;-23.507913979;-23.505296227;77.71842038
680.0;340.0;0.003115109;109.296954772;-23.507844666;-23.505299246;117.961803858
681.0;340.5;0.002854197;100.142550691;-23.507625176;-23.505298014;77.637765071
682.0;341.0;0.002523726;88.547636652;-23.507295689;-23.505293334;77.336635927
683.0;341.5;0.002153363;75.553033134;-23.506949736;-23.505287674;88.663187213
684.0;342.0;0.001907089;66.912258307;-23.506685121;-23.505283464;94.171642137
685.0;342.5;0.001774118;62.246848738;-23.506574596;-23.505282226;78.607089652
686.0;343.0;0.001830815;64.236095293;-23.506635518;-23.505283871;86.06518132
687.0;343.5;0.002011549;70.577341172;-23.506829226;-23.505287034;97.163945372
688.0;344.0;0.00229317;80.458320721;-23.507082905;-23.505289938;79.011930111
689.0;344.5;0.00251285;88.166037844;-23.50731548;-23.505290839;90.550847602
