Step Nr.;Time[fs];Kin.[a.u.];Temp[K];Pot.[a.u.];Cons Qty[a.u.];UsedTime[s]
1037.0;518.5;0.00301753;105.873266531;-23.507935926;-23.505198301;74.512070568
1038.0;519.0;0.00306604;107.575304235;-23.50798589;-23.505205837;76.618985591
1039.0;519.5;0.00303903;106.627623608;-23.50789366;-23.505210096;92.134079738
1040.0;520.0;0.00278112;97.578579835;-23.507631809;-23.505209399;95.904738072
1041.0;520.5;0.002398443;84.151946049;-23.50726043;-23.505204848;90.148134657
1042.0;521.0;0.002076741;72.864693246;-23.50689128;-23.505199512;94.402641737
1043.0;521.5;0.001872883;65.712116124;-23.506651836;-23.505197093;88.33191015
1044.0;522.0;0.001876774;65.848643057;-23.50662363;-23.505199784;107.927603137
1045.0;522.5;0.002051527;71.980011685;-23.506803317;-23.505207027;77.851372353
1046.0;523.0;0.002351032;82.488488343;-23.507108367;-23.505215927;87.675878373
1047.0;523.5;0.002675395;93.8691123;-23.507426965;-23.505223447;93.116589518
1048.0;524.0;0.00290157;101.80469173;-23.507661671;-23.50522745;78.053703667
1049.0;524.5;0.003041147;106.701893394;-23.507760339;-23.505227426;77.161970167
1050.0;525.0;0.003063119;107.472804866;-23.507731251;-23.505224305;117.617873265
1051.0;525.5;0.002961135;103.894578849;-23.5076272;-23.505219637;76.122707609
1052.0;526.0;0.002861072;100.383779306;-23.50752976;-23.505215607;82.863299742
1053.0;526.5;0.002815851;98.797145986;-23.507510211;-23.505214332;99.707664071
1054.0;527.0;0.00291412;102.245018645;-23.507597525;-23.505216906;83.394922883
1055.0;527.5;0.003071673;107.772956683;-23.507761297;-23.505222933;80.231776802
1056.0;528.0;0.003230049;113.329740072;-23.507918692;-23.505230416;94.197155209
1057.0;528.5;0.003247086;113.927509388;-23.507967021;-23.505236028;86.756551289
1058.0;529.0;0.003129051;109.786106005;-23.507835961;-23.505236906;83.00321759
1059.0;529.5;0.002831352;99.341022019;-23.507520643;-23.505232018;92.338054729
1060.0;530.0;0.002368571;83.103866098;-23.50710559;-23.505223068;90.708589015
1061.0;530.5;0.002000957;70.205722746;-23.506727173;-23.505213957;81.037060587
1062.0;531.0;0.001769316;62.078336746;-23.506512628;-23.5052086;110.334083081
1063.0;531.5;0.001769316;62.078336746;-23.506512628;-23.5052086;110.334083081
1064.0;532.0;0.002009583;70.508360127;-23.506726988;-23.505212268;86.658263176
1065.0;532.5;0.002312901;81.150594719;-23.50702616;-23.505216382;46.783238306
1066.0;533.0;0.002589263;90.847069807;-23.507307066;-23.505218046;41.133944655
1067.0;533.5;0.002762388;96.92133492;-23.507487469;-23.505215755;35.64779073
1068.0;534.0;0.002898226;101.687369426;-23.507545381;-23.505209699;35.597660103
1069.0;534.5;0.002915141;102.280839729;-23.507511029;-23.505201389;35.679624871
1070.0;535.0;0.002861775;100.408453105;-23.507453439;-23.505192956;41.792852876
1071.0;535.5;0.002859743;100.337141855;-23.50744892;-23.505186745;35.823465367
1072.0;536.0;0.002965788;104.05783941;-23.507543699;-23.505184337;35.99407542
1073.0;536.5;0.003116374;109.341305778;-23.507730151;-23.505186073;35.921473969
1074.0;537.0;0.003338838;117.146711478;-23.507945418;-23.505190656;35.839246712
1075.0;537.5;0.003455621;121.24415888;-23.50808963;-23.505195388;35.901701856
1076.0;538.0;0.003371828;118.304204003;-23.508068;-23.505196926;35.737962292
1077.0;538.5;0.003148951;110.484328743;-23.507842342;-23.505193507;35.792562311
1078.0;539.0;0.002736842;96.025051281;-23.507448232;-23.505185449;35.870166143
1079.0;539.5;0.002266374;79.518175682;-23.507004717;-23.505175632;41.653082923
1080.0;540.0;0.001907546;66.928311965;-23.506646886;-23.505168216;47.958735089
1081.0;540.5;0.001744929;61.222688113;-23.506476253;-23.505166122;41.688046437
1082.0;541.0;0.001756887;61.642262777;-23.506511951;-23.505169397;41.630611473
1083.0;541.5;0.00190908;66.982118752;-23.506691439;-23.505175367;41.976128328
1084.0;542.0;0.002114379;74.185260585;-23.506910595;-23.505180634;36.058936433
1085.0;542.5;0.002260727;79.320043686;-23.507075301;-23.50518286;35.930442849
1086.0;543.0;0.002337059;81.998206854;-23.50714069;-23.505181591;35.84729631
1087.0;543.5;0.002305186;80.879934141;-23.507122459;-23.505177847;35.998916232
1088.0;544.0;0.002247994;78.873272691;-23.507079159;-23.505173614;36.429799933
1089.0;544.5;0.002237634;78.509771243;-23.507083805;-23.505170761;35.93487917
1090.0;545.0;0.002338489;82.048409262;-23.5071909;-23.505171003;41.891534619
1091.0;545.5;0.002512219;88.143911237;-23.50741107;-23.505174903;35.940375358
1092.0;546.0;0.0028119;98.658513316;-23.507702798;-23.505181856;36.055850771
1093.0;546.5;0.003091603;108.472200017;-23.507980489;-23.505190075;35.933654104
1094.0;547.0;0.003248523;113.977921568;-23.508142084;-23.50519685;35.881147398
1095.0;547.5;0.003208792;112.583896838;-23.508112144;-23.505199587;35.880367337
1096.0;548.0;0.003002852;105.35828889;-23.507879451;-23.505197496;36.367278821
1097.0;548.5;0.002641905;92.694082404;-23.507513276;-23.50519191;35.942979725
1098.0;549.0;0.002290633;80.369321481;-23.507132091;-23.505186109;35.865390536
1099.0;549.5;0.002021934;70.941729834;-23.506855615;-23.505183934;41.619503154
1100.0;550.0;0.001888542;66.26153473;-23.506748512;-23.505187317;47.530147341
1101.0;550.5;0.001910497;67.031846707;-23.506792279;-23.505194366;35.87678869
1102.0;551.0;0.002055997;72.136849348;-23.506907004;-23.505201751;36.064660276
1103.0;551.5;0.00213187;74.798940625;-23.50700127;-23.505206472;36.060684721
1104.0;552.0;0.002144439;75.239927203;-23.507021868;-23.50520732;36.500271973
1105.0;552.5;0.002099357;73.658196851;-23.50697204;-23.505205016;36.020763948
1106.0;553.0;0.002009027;70.488865309;-23.506903183;-23.505201594;36.023962507
1107.0;553.5;0.001977616;69.386781055;-23.506884253;-23.505198945;35.882083803
1108.0;554.0;0.002080249;72.987783478;-23.50696928;-23.505198516;41.702662757
1109.0;554.5;0.002267389;79.553762199;-23.507174378;-23.505201001;41.688286197
1110.0;555.0;0.002562125;89.89488584;-23.507467366;-23.505205999;41.923078796
1111.0;555.5;0.002866162;100.562374015;-23.50777817;-23.505212121;36.006030302
1112.0;556.0;0.003068;107.644071527;-23.508017414;-23.505217359;36.126716509
1113.0;556.5;0.003162889;110.973353057;-23.508108854;-23.505219819;35.969476541
1114.0;557.0;0.003082135;108.140000787;-23.508021368;-23.505218337;35.946230184
1115.0;557.5;0.002849162;99.965898216;-23.507781928;-23.505213267;35.968164504
1116.0;558.0;0.002537003;89.013465147;-23.507470975;-23.505206652;41.71214826
1117.0;558.5;0.002282159;80.072005196;-23.507191016;-23.505201708;41.713593557
1118.0;559.0;0.002072609;72.719704708;-23.507019012;-23.50520068;41.678522906
1119.0;559.5;0.00205049;71.943635552;-23.506968278;-23.505203433;42.125384462
1120.0;560.0;0.002059296;72.252618686;-23.506992258;-23.505207621;47.552942838
1121.0;560.5;0.002006295;70.392994549;-23.507018855;-23.505210475;41.737641868
1122.0;561.0;0.001950501;68.435419677;-23.506996879;-23.505210386;35.894101693
1123.0;561.5;0.001860745;65.28623518;-23.506918173;-23.505207478;36.067821856
1124.0;562.0;0.001766484;61.979000602;-23.506811279;-23.50520279;36.045139873
1125.0;562.5;0.00169116;59.336146781;-23.506729904;-23.50519793;36.035215711
1126.0;563.0;0.001697997;59.576040483;-23.506730986;-23.505194528;36.013578342
1127.0;563.5;0.001791442;62.854680212;-23.506848171;-23.50519338;36.659938507
1128.0;564.0;0.002006512;70.400631036;-23.507077576;-23.505194634;36.030823466
1129.0;564.5;0.002320268;81.409104703;-23.507381367;-23.505197689;36.016010712
1130.0;565.0;0.002577558;90.436401829;-23.507689873;-23.50520131;41.865907253
1131.0;565.5;0.002840589;99.665117339;-23.507927793;-23.505203911;36.104581504
1132.0;566.0;0.002932742;102.89841069;-23.508035138;-23.505203914;36.005810056
1133.0;566.5;0.002903235;101.863096203;-23.507992889;-23.505200501;35.882667704
1134.0;567.0;0.002769644;97.175917231;-23.507829958;-23.505194512;35.904248694
1135.0;567.5;0.002610096;91.578013622;-23.507610979;-23.505187892;36.500078679
1136.0;568.0;0.002431004;85.294364004;-23.507413389;-23.505183274;41.688438418
1137.0;568.5;0.002314913;81.221204227;-23.507284602;-23.505182136;36.068026178
1138.0;569.0;0.00221726;77.79495419;-23.50722195;-23.505183922;36.044132631
1139.0;569.5;0.002180909;76.519519771;-23.507178796;-23.505186212;36.017624226
1140.0;570.0;0.002063317;72.393673218;-23.507100876;-23.505186587;41.926277591
1141.0;570.5;0.001928399;67.659953954;-23.50696146;-23.505184044;36.05532815
1142.0;571.0;0.001736703;60.934086793;-23.506781294;-23.505179272;41.777048959
1143.0;571.5;0.001560259;54.743347379;-23.506614346;-23.505173995;36.685081952
1144.0;572.0;0.001473181;51.688125585;-23.506524374;-23.505170053;41.850488556
1145.0;572.5;0.001492542;52.367443428;-23.50655413;-23.505168558;36.080827565
1146.0;573.0;0.001635847;57.395444584;-23.506709321;-23.505169473;41.922756048
1147.0;573.5;0.001903507;66.786589649;-23.506956294;-23.505172107;36.02850809
1148.0;574.0;0.002202472;77.276084163;-23.507237382;-23.505175136;41.883267328
1149.0;574.5;0.00240475;84.373239033;-23.507482646;-23.505177325;35.944447816
1150.0;575.0;0.002569917;90.168279116;-23.507640641;-23.505177698;42.057055075
1151.0;575.5;0.002672403;93.764117179;-23.50769079;-23.505175771;36.680703583
1152.0;576.0;0.002598027;91.154558109;-23.507647352;-23.505172073;35.929626135
1153.0;576.5;0.002493825;87.498537044;-23.50755938;-23.505168215;36.035925312
1154.0;577.0;0.00244779;85.883349391;-23.507483375;-23.505166295;41.756762133
1155.0;577.5;0.002429831;85.253222553;-23.507451508;-23.505167472;36.024853532
1156.0;578.0;0.002438864;85.570168822;-23.507453157;-23.50517127;41.97778334
1157.0;578.5;0.002377259;83.40866435;-23.507442624;-23.5051757;35.98518025
1158.0;579.0;0.002317962;81.328169878;-23.507370874;-23.50517852;41.680199566
1159.0;579.5;0.002162993;75.890931383;-23.507215827;-23.505178454;36.393355788
1160.0;580.0;0.001945835;68.271696209;-23.507001848;-23.505176212;47.868697751
1161.0;580.5;0.001752134;61.475507934;-23.506783593;-23.505173364;36.056402675
1162.0;581.0;0.001567937;55.012763454;-23.50662974;-23.505171847;41.732908575
1163.0;581.5;0.001518492;53.277927231;-23.506590774;-23.505172721;36.015225224
1164.0;582.0;0.00158959;55.7724628;-23.50667793;-23.505175995;36.127335572
1165.0;582.5;0.001773506;62.22535432;-23.506865189;-23.505180875;42.130910616
1166.0;583.0;0.00201205;70.594942379;-23.507100617;-23.505186148;42.302515675
1167.0;583.5;0.00225106;78.980869597;-23.507325625;-23.505190557;36.010869632
1168.0;584.0;0.002423994;85.048420584;-23.507498245;-23.505193369;36.188382817
1169.0;584.5;0.002520299;88.427400351;-23.507597189;-23.505194344;41.767612439
1170.0;585.0;0.002583516;90.645437701;-23.507631574;-23.505193862;42.064133329
1171.0;585.5;0.002599017;91.189312897;-23.507632613;-23.505192996;36.112908857
1172.0;586.0;0.002609149;91.544798734;-23.507637406;-23.505192972;36.169537339
1173.0;586.5;0.00262613;92.140575027;-23.507668689;-23.505194907;36.0895486
1174.0;587.0;0.002705783;94.935310432;-23.507716247;-23.50519896;36.487861442
1175.0;587.5;0.002672137;93.754784545;-23.507736163;-23.505203535;36.089634232
1176.0;588.0;0.002586226;90.740522331;-23.507675812;-23.505206565;36.188066975
1177.0;588.5;0.002454788;86.128870089;-23.507503803;-23.50520645;36.096539078
1178.0;589.0;0.002193591;76.964479638;-23.507234602;-23.505203137;36.933957241
1179.0;589.5;0.001860138;65.264927636;-23.506926899;-23.505198179;36.744005929
1180.0;590.0;0.001618304;56.779946231;-23.506661803;-23.505193736;42.339033493
1181.0;590.5;0.001482694;52.021923371;-23.506507695;-23.505191512;36.343189071
1182.0;591.0;0.001460042;51.227148197;-23.506497155;-23.505192085;36.683755018
1183.0;591.5;0.001559391;54.712913352;-23.506613776;-23.505194644;36.158011781
1184.0;592.0;0.001757702;61.670869774;-23.506806167;-23.505197728;36.086128161
1185.0;592.5;0.001997712;70.091853544;-23.507010635;-23.505199803;36.105347309
1186.0;593.0;0.002172298;76.217399613;-23.507174572;-23.505199785;36.208085422
1187.0;593.5;0.002258996;79.259282873;-23.507276337;-23.505197387;36.221241646
1188.0;594.0;0.002372459;83.240279495;-23.50733139;-23.505193206;36.108425783
1189.0;594.5;0.002464923;86.484473712;-23.507377198;-23.505188588;36.140714138
1190.0;595.0;0.002572951;90.274749339;-23.50745566;-23.505185129;42.190590044
1191.0;595.5;0.002705281;94.917671836;-23.507589415;-23.505184153;36.052879795
1192.0;596.0;0.002882992;101.152858648;-23.507763325;-23.505185823;41.854894655
1193.0;596.5;0.003058637;107.31554663;-23.507922257;-23.505188847;36.058149847
1194.0;597.0;0.003111464;109.169059597;-23.50799292;-23.50519094;41.870299502
1195.0;597.5;0.003025897;106.166856746;-23.507921558;-23.505189996;36.133804052
1196.0;598.0;0.002829054;99.26040024;-23.507699164;-23.505185367;41.893295886
1197.0;598.5;0.002501418;87.764941378;-23.507376737;-23.505178406;41.850812166
1198.0;599.0;0.002163955;75.924673436;-23.507037487;-23.505171332;36.481359659
1199.0;599.5;0.001891336;66.359550545;-23.50677488;-23.505166401;42.056793669
1200.0;600.0;0.001756546;61.630314234;-23.506641385;-23.505164713;42.075715172
1201.0;600.5;0.001764988;61.926484846;-23.506641741;-23.505165881;36.150830999
1202.0;601.0;0.00185441;65.063979829;-23.506735743;-23.505168466;36.104568525
1203.0;601.5;0.00194176;68.12872898;-23.50686121;-23.505170675;36.19540044
1204.0;602.0;0.00203092;71.256993576;-23.506965449;-23.505171165;36.291954861
1205.0;602.5;0.002101812;73.744336223;-23.507022535;-23.5051695;36.031967583
1206.0;603.0;0.002155602;75.631613592;-23.507045119;-23.50516616;36.605153687
1207.0;603.5;0.002220275;77.900722051;-23.507071016;-23.505162426;36.065175284
1208.0;604.0;0.002290122;80.351381705;-23.507148159;-23.50515995;41.871618467
1209.0;604.5;0.002449954;85.959268284;-23.507309484;-23.505160187;36.018391528
1210.0;605.0;0.002701733;94.793201293;-23.507549043;-23.505163668;47.740865952
1211.0;605.5;0.002963954;103.993505414;-23.507814473;-23.505169568;36.248893623
1212.0;606.0;0.003179346;111.550778011;-23.508022002;-23.505175624;36.288008956
1213.0;606.5;0.003169656;111.210768606;-23.508091773;-23.505179267;36.118904699
1214.0;607.0;0.00309988;108.762617123;-23.507987469;-23.50517893;36.379912657
1215.0;607.5;0.002927341;102.708898615;-23.507730149;-23.505174944;36.114659557
1216.0;608.0;0.002589067;90.840207711;-23.507394313;-23.505169364;36.253292496
1217.0;608.5;0.002271122;79.684734781;-23.507086108;-23.505165162;41.935793347
1218.0;609.0;0.002069176;72.599246243;-23.506888198;-23.505164339;36.155988815
1219.0;609.5;0.002024924;71.046615358;-23.5068302;-23.505167255;36.192864949
1220.0;610.0;0.002112732;74.127451995;-23.506881739;-23.505172664;42.091248991
1221.0;610.5;0.002207175;77.441086468;-23.506973171;-23.505178281;36.415888137
1222.0;611.0;0.002265932;79.502652942;-23.507032339;-23.505181888;36.639281196
1223.0;611.5;0.002238979;78.556995406;-23.507019168;-23.505182379;36.228687031
1224.0;612.0;0.002139529;75.067658143;-23.506944787;-23.505179946;36.165967896
1225.0;612.5;0.0020672;72.529911182;-23.506868346;-23.505176381;36.256945454
1226.0;613.0;0.00209723;73.583575905;-23.50686684;-23.5051739;36.123944681
1227.0;613.5;0.002248169;78.879405101;-23.50700058;-23.505174597;36.112104707
1228.0;614.0;0.002500403;87.729332578;-23.507279474;-23.505179533;36.169145848
1229.0;614.5;0.002883155;101.158593163;-23.507649898;-23.505187827;35.948671478
1230.0;615.0;0.003239081;113.646626047;-23.508011373;-23.50519685;42.165627528
1231.0;615.5;0.003480872;122.130132723;-23.508252569;-23.505203438;36.084388294
1232.0;616.0;0.003543907;124.341768315;-23.508301797;-23.505205507;36.226903612
1233.0;616.5;0.00340157;119.347734552;-23.508154959;-23.505203035;36.187880591
1234.0;617.0;0.003116883;109.35919268;-23.507875687;-23.505197913;36.094125168
1235.0;617.5;0.002853951;100.133912754;-23.507565158;-23.505192965;36.068271507
1236.0;618.0;0.002641466;92.678666835;-23.507319389;-23.505190692;36.082370092
1237.0;618.5;0.002471897;86.729152512;-23.507189625;-23.505191972;36.044664045
1238.0;619.0;0.002447145;85.860697812;-23.507164714;-23.505195812;36.531795618
1239.0;619.5;0.002487522;87.277388782;-23.507188337;-23.505200244;36.242825555
1240.0;620.0;0.002501177;87.756480727;-23.507188482;-23.505203073;41.91656044
1241.0;620.5;0.002418016;84.83867447;-23.507113655;-23.505202811;35.979052587
1242.0;621.0;0.002280883;80.027219841;-23.506959333;-23.505199173;36.043902107
1243.0;621.5;0.002109828;74.025586469;-23.506773213;-23.505193281;36.064148712
1244.0;622.0;0.00197365;69.247631297;-23.506640185;-23.505187483;41.718173419
1245.0;622.5;0.001984306;69.62148675;-23.506645383;-23.505184369;41.720440645
1246.0;623.0;0.00215817;75.721703979;-23.50683566;-23.505185732;42.191962781
1247.0;623.5;0.002495857;87.569827328;-23.507192116;-23.505191642;35.986859682
1248.0;624.0;0.002894223;101.54690118;-23.507627504;-23.50520015;35.995469364
1249.0;624.5;0.003311669;116.193453448;-23.508025543;-23.505208211;36.166933879
1250.0;625.0;0.003479556;122.083944844;-23.508270133;-23.505212744;42.042432065
1251.0;625.5;0.003533643;123.981640093;-23.508311629;-23.505212513;36.094886429
1252.0;626.0;0.003341334;117.234280791;-23.508171176;-23.50520792;36.058269341
1253.0;626.5;0.003100202;108.773898925;-23.507932342;-23.505201312;36.086763169
1254.0;627.0;0.002865607;100.542893332;-23.507703143;-23.505195726;42.621499969
1255.0;627.5;0.002694623;94.543747696;-23.507565422;-23.505193428;42.00886558
1256.0;628.0;0.002698585;94.68276432;-23.507541326;-23.505194665;36.275666016
1257.0;628.5;0.002748661;96.439732679;-23.507591155;-23.505197945;36.223762975
1258.0;629.0;0.002798;98.170826857;-23.507636993;-23.505200888;36.284177697
1259.0;629.5;0.002748995;96.451443706;-23.507603302;-23.505201454;36.129844498
1260.0;630.0;0.002623063;92.032983734;-23.507450055;-23.505198225;41.988569659
1261.0;630.5;0.002372858;83.254253923;-23.507196326;-23.50519129;36.286237144
1262.0;631.0;0.002119067;74.349741653;-23.506917827;-23.505182614;36.733641104
1263.0;631.5;0.001926152;67.581101229;-23.50672239;-23.505175078;41.916710192
1264.0;632.0;0.001919868;67.360628776;-23.506705108;-23.505171746;41.935621397
1265.0;632.5;0.002109117;74.000615957;-23.506901225;-23.505174137;36.226676016
1266.0;633.0;0.002457653;86.229388128;-23.50726365;-23.505181095;36.182102284
1267.0;633.5;0.002807601;98.507704939;-23.507680333;-23.505189759;36.106482872
1268.0;634.0;0.003114752;109.284422466;-23.508021403;-23.505196546;36.212829877
1269.0;634.5;0.003319788;116.478320967;-23.508196842;-23.505198926;36.081881423
1270.0;635.0;0.003313693;116.264459586;-23.508183499;-23.505196372;42.343788758
1271.0;635.5;0.00318013;111.578253254;-23.508036273;-23.505190866;36.117686387
1272.0;636.0;0.003021191;106.00172083;-23.507857438;-23.505185757;41.802853834
1273.0;636.5;0.002920157;102.456839006;-23.507741092;-23.505183883;36.046718211
1274.0;637.0;0.002934742;102.968565154;-23.50773171;-23.505186294;36.296973474
1275.0;637.5;0.003008237;105.547220975;-23.507805972;-23.505191695;36.167783848
1276.0;638.0;0.0030944;108.570355115;-23.507889694;-23.505197709;36.462220081
1277.0;638.5;0.00312229;109.548902683;-23.507896776;-23.505201883;36.169548218
1278.0;639.0;0.00303644;106.536735245;-23.507768772;-23.505202596;36.50880767
1279.0;639.5;0.002775313;97.374818648;-23.507503614;-23.505199419;35.925055593
1280.0;640.0;0.00243127;85.303717159;-23.507162655;-23.505193549;47.55255031
1281.0;640.5;0.002152382;75.518624556;-23.506850169;-23.505187412;41.939360964
1282.0;641.0;0.001989044;69.787750359;-23.506677848;-23.505184053;41.878336086
1283.0;641.5;0.002054244;72.075364979;-23.506719451;-23.505185785;41.952719699
1284.0;642.0;0.002316989;81.294058428;-23.506975818;-23.505192931;35.976447118
1285.0;642.5;0.00266458;93.489637318;-23.507364925;-23.505203424;36.519280956
1286.0;643.0;0.003037157;106.561908818;-23.5077659;-23.505213969;36.200551404
1287.0;643.5;0.003301997;115.854093673;-23.508059551;-23.505221199;35.940674609
1288.0;644.0;0.003448453;120.992660134;-23.508183687;-23.505223436;36.018886952
1289.0;644.5;0.003406583;119.523610812;-23.508154229;-23.505221553;36.074903201
1290.0;645.0;0.003320014;116.48626203;-23.508051095;-23.505218396;47.647326263
1291.0;645.5;0.003205395;112.464709842;-23.507973329;-23.505217164;36.422393201
1292.0;646.0;0.003182041;111.645311362;-23.507985694;-23.50521971;36.09667708
1293.0;646.5;0.003248444;113.975145347;-23.508090363;-23.505225533;36.53800283
1294.0;647.0;0.00338754;118.855482135;-23.508231669;-23.505232838;36.04804662
1295.0;647.5;0.003481118;122.138771032;-23.508320731;-23.505238965;36.089091615
1296.0;648.0;0.003493467;122.572044279;-23.508278944;-23.505241773;36.133726586
1297.0;648.5;0.003317231;116.388617909;-23.508069985;-23.505240267;36.234309204
1298.0;649.0;0.00293259;102.893051865;-23.507720727;-23.505234757;35.999719767
1299.0;649.5;0.002535411;88.957622669;-23.507318341;-23.50522703;35.981292557
1300.0;650.0;0.002219702;77.880624783;-23.506976329;-23.50522005;41.979784057
1301.0;650.5;0.002021366;70.921795797;-23.506802852;-23.505216637;42.432888989
1302.0;651.0;0.002058149;72.212371116;-23.506847808;-23.505218437;36.183845145
1303.0;651.5;0.0022402;78.59981991;-23.507083478;-23.505224897;36.098071667
1304.0;652.0;0.0025673;90.07646179;-23.507413415;-23.505233352;36.119030367
1305.0;652.5;0.002815806;98.795587828;-23.507717944;-23.505240227;36.074467051
1306.0;653.0;0.003042624;106.753734391;-23.507907967;-23.505242938;36.097393965
1307.0;653.5;0.003085651;108.26336911;-23.507955472;-23.505240801;36.039495612
1308.0;654.0;0.003045638;106.859461771;-23.507909372;-23.505235781;36.357445681
1309.0;654.5;0.002967084;104.103333156;-23.50786211;-23.505231338;42.075731566
1310.0;655.0;0.002990127;104.911804586;-23.507894599;-23.505230122;47.904854459
1311.0;655.5;0.003143776;110.302767086;-23.508034379;-23.50523277;41.730487321
1312.0;656.0;0.00337373;118.370933018;-23.508243815;-23.505237957;36.084146321
1313.0;656.5;0.003600492;126.327110122;-23.508438463;-23.505243146;36.116170767
1314.0;657.0;0.003628688;127.316396431;-23.508525766;-23.505245881;36.077642109
1315.0;657.5;0.003530809;123.882219295;-23.508450308;-23.505244814;36.355406945
1316.0;658.0;0.003285221;115.265502811;-23.508209229;-23.505239758;36.044162801
1317.0;658.5;0.002917116;102.350148592;-23.50785697;-23.505231905;36.285996194
1318.0;659.0;0.002549152;89.439727508;-23.507490902;-23.505223372;41.983088649
1319.0;659.5;0.002282935;80.09922844;-23.507210638;-23.505216467;41.841435585
1320.0;660.0;0.002193815;76.972352766;-23.507093159;-23.505213376;47.492086285
1321.0;660.5;0.002231634;78.299285698;-23.507157309;-23.505214749;36.092568397
1322.0;661.0;0.002405808;84.41034816;-23.507354836;-23.50521938;36.009675068
1323.0;661.5;0.002609495;91.556946896;-23.50759487;-23.505224639;35.929930659
1324.0;662.0;0.002791566;97.945080255;-23.507782044;-23.505227601;36.111122486
1325.0;662.5;0.002910167;102.106314975;-23.507857939;-23.505226347;36.32601277
1326.0;663.0;0.002871744;100.758224586;-23.507830066;-23.505221176;36.060985592
1327.0;663.5;0.002829407;99.272782846;-23.507766881;-23.505214684;36.130350722
1328.0;664.0;0.002824026;99.083988834;-23.507758385;-23.505210037;36.242178847
1329.0;664.5;0.002909841;102.094878232;-23.507865747;-23.505209505;41.789238241
1330.0;665.0;0.003092721;108.511418862;-23.508085797;-23.505212931;41.996276696
1331.0;665.5;0.003414327;119.795318112;-23.508352051;-23.505218269;36.125838379
1332.0;666.0;0.003594992;126.134144764;-23.508567051;-23.505222834;36.058801558
1333.0;666.5;0.003717675;130.438609224;-23.508642746;-23.505224464;36.363846665
1334.0;667.0;0.003660841;128.444542653;-23.508536515;-23.505222325;36.070102443
1335.0;667.5;0.003422537;120.083380478;-23.508265614;-23.505216781;36.131090049
1336.0;668.0;0.003109393;109.09637616;-23.507901603;-23.505209361;36.11041424
1337.0;668.5;0.002725179;95.615834652;-23.507551474;-23.505202458;36.294932674
1338.0;669.0;0.002507545;87.979905255;-23.507313236;-23.505198575;36.070900936
1339.0;669.5;0.002471345;86.709795167;-23.507237435;-23.505199074;36.262544203
1340.0;670.0;0.002567138;90.070773457;-23.507312769;-23.505203732;42.224933512
1341.0;670.5;0.002711863;95.148625843;-23.507468586;-23.505210295;36.589571944
1342.0;671.0;0.002878316;100.988816941;-23.507610904;-23.505215604;36.029802952
1343.0;671.5;0.002933737;102.933320065;-23.507667612;-23.505217219;35.957030503
1344.0;672.0;0.002908587;102.050904019;-23.507629007;-23.505214679;36.042557332
1345.0;672.5;0.002871224;100.739956542;-23.507552504;-23.505209984;36.078419287
1346.0;673.0;0.002862664;100.439634846;-23.507532411;-23.505206649;41.728246838
1347.0;673.5;0.002984649;104.719593088;-23.507645324;-23.505207547;41.828864279
1348.0;674.0;0.003205335;112.462615769;-23.507903158;-23.505213188;41.762053966
1349.0;674.5;0.00359289;126.060385063;-23.508242668;-23.505221455;36.264509061
1350.0;675.0;0.003916732;137.42274428;-23.508557396;-23.505228989;41.954147656
1351.0;675.5;0.004116607;144.435558175;-23.508747655;-23.505233511;35.993759194
1352.0;676.0;0.004059706;142.439145523;-23.508756156;-23.505233929;35.982497363
1353.0;676.5;0.00388397;136.27326529;-23.508592274;-23.505230958;35.872684828
1354.0;677.0;0.003649812;128.057550977;-23.508315923;-23.505226139;35.983188314
1355.0;677.5;0.003306283;116.004467171;-23.508013474;-23.505221451;41.640698731
1356.0;678.0;0.003090432;108.431120245;-23.507765719;-23.505218645;36.022664554
1357.0;678.5;0.002936423;103.027533765;-23.507624568;-23.505218717;42.009401842
1358.0;679.0;0.002931488;102.854406499;-23.507594437;-23.505221659;35.91948429
1359.0;679.5;0.002924775;102.618883427;-23.507634546;-23.50522627;35.811176423
1360.0;680.0;0.002958733;103.810304873;-23.507678224;-23.505230573;41.806457043
1361.0;680.5;0.002973966;104.344781397;-23.507664382;-23.505232402;67.55041228
1362.0;681.0;0.002870788;100.724674619;-23.507566541;-23.5052305;43.323663525
1363.0;681.5;0.002684959;94.204650362;-23.507417837;-23.505225251;35.850474452
1364.0;682.0;0.002564677;89.984444787;-23.50729725;-23.505219088;36.279480986
1365.0;682.5;0.002556895;89.711397374;-23.507291075;-23.505215268;35.830051587
1366.0;683.0;0.002682457;94.116872227;-23.507446807;-23.505215606;41.872631572
1367.0;683.5;0.002972696;104.300215265;-23.507742781;-23.505219524;35.844814835
1368.0;684.0;0.003378084;118.523702176;-23.508101199;-23.505224584;35.765620188
1369.0;684.5;0.003700051;129.820251329;-23.508415093;-23.505227842;35.809070161
1370.0;685.0;0.003878556;136.083296291;-23.508597094;-23.505227547;41.758004548
1371.0;685.5;0.003908088;137.119448912;-23.508615794;-23.505223609;35.842005029
1372.0;686.0;0.00379352;133.099718426;-23.50849594;-23.50521705;36.115806387
1373.0;686.5;0.003588408;125.903127862;-23.50830185;-23.505209558;35.810815359
1374.0;687.0;0.003367158;118.140361089;-23.508108034;-23.505202948;35.816663376
1375.0;687.5;0.003238437;113.624041514;-23.507976465;-23.505198649;35.782102243
1376.0;688.0;0.003151832;110.585416577;-23.507927639;-23.505196883;35.874060006
